orden,total,fecha pago,status
BP_Z70RG,4992916.0,2023-10-19,Proceso
BP_3CW55,2799100.0,2023-01-10,Completo
BP_CX34A,913293.0,2023-07-02,Completo
BP_9M8AH,2987864.5,2023-03-05,Completo
BP_06ZAE,5673408.3,2023-09-28,Completo
BP_KGSIJ,11507182.82,2023-02-24,Cancelado
BP_KFYSM,1449091.0,2023-06-07,Completo
BP_B0QS4,2120449.28,2023-07-28,Proceso
BP_J8MYV,1291112.78,2023-10-20,Completo
BP_U2M1Q,6496544.36,2023-10-22,Proceso
BP_O9SE8,825535.5,2023-09-28,Completo
BP_VLLJ1,1532105.5,2023-08-01,Completo
BP_QRN7U,709153.5,2023-04-04,Completo
BP_YHRD2,3288749.84,2023-02-02,Completo
BP_8IZ4W,10070677.0,2023-02-19,Completo
BP_1PSY0,1184893.5,2023-01-30,Completo
BP_RJTTN,1127712.64,2023-09-28,Completo
BP_ZO3WE,4366986.72,2023-05-09,Completo
BP_MQ4EP,837396.64,2023-06-17,Proceso
BP_IK5BL,1608149.23,2023-06-12,Completo
BP_P703T,2285218.25,2023-05-25,Completo
BP_LGTZI,1937864.77,2023-04-09,Completo
BP_19F0Z,3670400.43,2023-01-07,Completo
BP_CBYLP,1398284.92,2023-03-23,Completo
BP_ROIQS,2144525.14,2023-10-03,Cancelado
BP_18MP7,8728804.83,2023-01-15,Proceso
BP_9732B,861469.03,2023-07-21,Proceso
BP_BIJV6,2745104.38,2023-04-17,Completo
BP_1SI9Q,1378310.55,2023-07-20,Completo
BP_B3HI2,525665.72,2023-10-25,Completo
BP_4EL13,12708962.8,2023-01-27,Cancelado
BP_NWGAG,1310825.5,2023-03-13,Cancelado
BP_X2O4R,1570040.75,2023-08-02,Completo
BP_3GUG5,2105166.68,2023-04-11,Completo
BP_VBLHI,740040.86,2023-05-10,Completo
BP_0GR01,8695399.64,2023-08-17,Completo
BP_PK7Y1,1654714.5,2023-04-24,Cancelado
BP_OBFKL,8414379.32,2023-02-01,Proceso
BP_B37CY,818945.58,2023-08-27,Completo
BP_NT3AY,9446601.0,2023-06-02,Completo
BP_2SYM7,907895.0,2023-06-14,Proceso
BP_MV6TU,1265821.5,2023-09-15,Completo
BP_NS6IS,931041.5,2023-07-30,Completo
BP_3ZUOG,3515469.38,2023-07-06,Completo
BP_GVK04,1817017.17,2023-04-18,Completo
BP_GWA7B,3948696.5,2023-07-08,Completo
BP_MRG8Y,3398517.0,2023-10-13,Completo
BP_L6XJQ,908442.9,2023-08-24,Completo
BP_THWA7,1585872.14,2023-06-02,Completo
BP_XOG78,5361006.75,2023-04-16,Completo
BP_WJDN2,7581794.5,2023-03-11,Completo
BP_Y9PRX,1113604.1,2023-10-16,Completo
BP_FAUZA,1782845.0,2023-06-15,Cancelado
BP_M3UFL,931160.0,2023-03-13,Completo
BP_M4HXL,8894721.0,2023-10-28,Cancelado
BP_ARKWE,3993678.22,2023-07-14,Completo
BP_I8XGH,512275.84,2023-05-19,Proceso
BP_BUKY8,1424298.96,2023-04-27,Completo
BP_MO4MF,909025.25,2023-04-21,Completo
BP_RJD43,4800929.5,2023-01-04,Completo
BP_50FR0,8303229.81,2023-10-05,Completo
BP_ZGHRL,1065230.88,2023-05-08,Cancelado
BP_8EISJ,7298247.84,2023-10-08,Completo
BP_WOH9Y,1062987.68,2023-08-13,Completo
BP_9B3WC,6249559.76,2023-04-24,Cancelado
BP_RYLDE,459142.82,2023-03-28,Completo
BP_ID51N,1861758.5,2023-04-09,Completo
BP_8LGJS,1465202.5,2023-03-13,Proceso
BP_2KMC0,740741.21,2023-09-13,Completo
BP_836OE,6840805.5,2023-01-24,Completo
BP_6I9JH,9812860.0,2023-03-07,Proceso
BP_0VKH2,857967.23,2023-03-03,Proceso
BP_00M83,8238859.52,2023-01-03,Completo
BP_XOMSH,1017962.23,2023-06-14,Completo
BP_RKEWA,4443634.14,2023-10-30,Completo
BP_C6PWU,5950062.75,2023-10-20,Completo
BP_M63I7,2916049.88,2023-09-12,Cancelado
BP_NW93S,1165574.0,2023-07-01,Completo
BP_VX584,759931.24,2023-04-15,Completo
BP_USQSB,4227372.12,2023-03-09,Proceso
BP_9BEQF,7503655.5,2023-06-22,Cancelado
BP_CRZ62,1439379.55,2023-02-02,Completo
BP_3B9H8,969493.84,2023-05-08,Completo
BP_23PED,789506.84,2023-10-13,Completo
BP_J611F,585854.6,2023-04-04,Completo
BP_H5AFR,995281.97,2023-04-28,Proceso
BP_ZY6BR,4471585.75,2023-05-25,Cancelado
BP_KIB7N,3242780.5,2023-03-17,Completo
BP_KUCTW,10231108.25,2023-09-10,Cancelado
BP_FW1YO,555142.34,2023-08-13,Completo
BP_QA0XR,6956946.92,2023-05-14,Cancelado
BP_GK06I,4273700.0,2023-07-29,Completo
BP_XGLU9,662869.86,2023-08-09,Completo
BP_Z578W,4305938.18,2023-03-19,Completo
BP_A1LO7,1101268.08,2023-08-19,Completo
BP_BTW14,3340746.42,2023-07-08,Completo
BP_NZ5KX,2412021.5,2023-06-27,Completo
BP_6BOZM,7798312.74,2023-02-07,Proceso
BP_20OGU,3441610.25,2023-10-25,Completo
BP_9R4LV,1492716.5,2023-02-05,Completo
BP_R2JJC,564634.75,2023-05-20,Completo
BP_VLAHS,2930269.1,2023-06-01,Cancelado
BP_6KSWH,1547905.0,2023-09-20,Completo
BP_5DGHF,9128072.15,2023-01-22,Completo
BP_VGCEE,4708749.05,2023-03-22,Proceso
BP_LZA4K,4912250.85,2023-08-15,Completo
BP_EK7PD,1763194.5,2023-04-17,Proceso
BP_UXIBU,1088347.58,2023-06-30,Completo
BP_DTR4M,2815622.08,2023-05-03,Completo
BP_M4OBF,792704.5,2023-08-19,Completo
BP_NGI8A,5532162.5,2023-09-29,Cancelado
BP_RB7RX,2588141.0,2023-05-24,Proceso
BP_D2QIC,633443.54,2023-06-24,Completo
BP_QUW1H,1460189.7,2023-03-01,Completo
BP_UG1LK,1767048.92,2023-09-01,Completo
BP_PX1WE,9231136.25,2023-02-15,Completo
BP_AFJC2,3765330.68,2023-10-30,Completo
BP_8KLT6,12368292.5,2023-05-22,Proceso
BP_DWBGY,542544.3,2023-10-06,Completo
BP_KNFZD,2958311.36,2023-07-18,Completo
BP_3485O,9635729.2,2023-04-28,Completo
BP_RSGNH,3006880.9,2023-07-24,Proceso
BP_DX3PU,1651327.0,2023-04-27,Completo
BP_LJG2J,1125067.22,2023-01-12,Completo
BP_S8PCC,1476285.83,2023-09-06,Completo
BP_B3Q03,2150233.3,2023-03-27,Completo
BP_7MAF6,3225644.08,2023-05-21,Proceso
BP_L8IDJ,1269999.42,2023-09-14,Completo
BP_96NUW,1734973.5,2023-10-29,Completo
BP_CDPZD,1391623.39,2023-07-01,Completo
BP_HAWA8,1502388.86,2023-10-23,Completo
BP_VBNID,1042438.14,2023-09-11,Completo
BP_ZLNHD,1139469.25,2023-05-07,Cancelado
BP_ZO47O,1359780.95,2023-02-12,Completo
BP_DYFIX,2145253.37,2023-07-21,Proceso
BP_L5FL5,3504345.51,2023-04-15,Completo
BP_CSHMJ,909958.5,2023-01-19,Completo
BP_1QF13,1083539.75,2023-06-14,Cancelado
BP_K8KPD,871191.92,2023-08-16,Completo
BP_ORJ7I,483136.37,2023-07-28,Completo
BP_BQCHX,7541521.57,2023-08-09,Completo
BP_ABWNI,802026.0,2023-07-28,Cancelado
BP_05S9U,2499339.0,2023-07-11,Completo
BP_5CBJY,12496898.68,2023-03-07,Completo
BP_X4XKF,1701865.4,2023-05-23,Completo
BP_PH6TR,5239975.25,2023-05-30,Completo
BP_7I5TJ,1766310.22,2023-03-04,Completo
BP_86YKJ,1684528.5,2023-02-20,Cancelado
BP_MK1LN,1759644.31,2023-07-22,Proceso
BP_8US0L,1248126.06,2023-01-14,Completo
BP_KYG69,778488.09,2023-04-23,Completo
BP_88TPN,1577650.0,2023-07-01,Cancelado
BP_Y1DS9,740003.04,2023-09-25,Completo
BP_10DN7,1401862.04,2023-09-05,Completo
BP_DHCLS,1399812.75,2023-10-30,Completo
BP_CMHII,3291522.5,2023-05-11,Completo
BP_SOMLI,1117633.5,2023-07-16,Completo
BP_8WZR5,1603893.04,2023-02-08,Completo
BP_NX1XA,1024894.56,2023-04-16,Completo
BP_R3VG7,966484.55,2023-01-15,Completo
BP_6UB56,2938065.14,2023-09-04,Proceso
BP_AV2TG,953444.94,2023-05-19,Completo
BP_TX6SR,11294773.5,2023-02-20,Cancelado
BP_A2EZ0,6981106.25,2023-06-24,Completo
BP_BXKKF,443428.02,2023-09-22,Completo
BP_H6IN4,11878764.7,2023-05-22,Completo
BP_Q6PHB,2379953.5,2023-07-23,Cancelado
BP_DW8ZT,1617388.0,2023-01-09,Proceso
BP_IZFES,5717821.75,2023-07-22,Completo
BP_BNUXC,3448996.51,2023-04-25,Completo
BP_TDZJU,1065322.28,2023-10-21,Completo
BP_UUHHJ,7544762.0,2023-04-05,Cancelado
BP_7TKSS,4002275.28,2023-05-30,Cancelado
BP_NPMQB,1484408.91,2023-04-12,Completo
BP_BLRJG,1361993.5,2023-07-21,Completo
BP_67SNA,1325238.0,2023-10-15,Completo
BP_LXS1P,1993020.06,2023-04-22,Completo
BP_40JRA,1990945.5,2023-09-17,Completo
BP_H09U6,1851404.73,2023-01-22,Cancelado
BP_7QG4B,8289383.0,2023-05-26,Completo
BP_UYAFE,1016878.33,2023-03-31,Completo
BP_SPOXQ,1445232.2,2023-01-16,Completo
BP_H5G1W,5421531.33,2023-10-17,Completo
BP_XHE76,754086.0,2023-04-30,Completo
BP_0DAES,5121362.0,2023-01-17,Completo
BP_R9C91,2127762.5,2023-07-20,Completo
BP_9E90B,2358345.04,2023-08-17,Proceso
BP_BAGSA,1775113.11,2023-09-26,Completo
BP_BODJA,3079821.76,2023-05-01,Completo
BP_WPZJL,900356.38,2023-02-01,Completo
BP_FPJRH,429760.04,2023-04-28,Cancelado
BP_SJDOM,7615626.0,2023-02-11,Cancelado
BP_ROV0W,421480.94,2023-06-03,Completo
BP_5YE22,729067.0,2023-10-12,Proceso
BP_WUGHJ,1874307.0,2023-09-02,Completo
BP_5A1UO,1177409.91,2023-10-25,Completo
BP_5GBWW,639864.46,2023-01-28,Proceso
BP_KQL0M,11946787.53,2023-04-29,Completo
BP_ESBS5,1584082.0,2023-08-22,Completo
BP_8C2EB,1366264.37,2023-10-03,Cancelado
BP_ZKM4P,7702105.72,2023-09-19,Proceso
BP_WXWWQ,1349134.23,2023-03-29,Proceso
BP_L3FQH,6092387.0,2023-10-03,Completo
BP_0VV94,1367720.25,2023-05-20,Completo
BP_YWV20,2148139.75,2023-07-29,Completo
BP_4NNFD,2614519.39,2023-04-28,Completo
BP_A9OS8,3398877.35,2023-07-17,Completo
BP_XF3P1,1608800.23,2023-08-04,Completo
BP_GQZNV,5776955.95,2023-08-07,Completo
BP_I9QHQ,1382031.0,2023-05-15,Completo
BP_GJ3XO,1845292.0,2023-05-13,Completo
BP_S850H,1658380.6,2023-02-02,Proceso
BP_54VZ0,2238204.72,2023-05-07,Completo
BP_FK476,2028572.68,2023-01-26,Proceso
BP_CNXM0,1127875.0,2023-06-26,Completo
BP_DIXQI,8406525.18,2023-02-28,Completo
BP_7X8XO,8438334.25,2023-01-26,Completo
BP_R32S5,2080626.11,2023-08-04,Completo
BP_THND4,5111567.74,2023-04-17,Completo
BP_A5JJI,1394758.77,2023-08-14,Completo
BP_1K24P,5012453.73,2023-09-06,Completo
BP_1QUPS,1171480.01,2023-06-20,Completo
BP_2SNVT,2003705.3,2023-05-06,Completo
BP_764WG,1897474.37,2023-09-11,Cancelado
BP_J6TXX,983253.5,2023-05-25,Completo
BP_1COWC,990509.5,2023-04-01,Completo
BP_KW3WJ,9220118.65,2023-06-08,Completo
BP_R8OEE,2206813.64,2023-01-05,Cancelado
BP_Z56W1,3230555.0,2023-02-26,Completo
BP_SGCJD,1326470.44,2023-02-02,Completo
BP_IEDY1,865720.7,2023-07-26,Completo
BP_8QPAB,1228492.35,2023-07-02,Cancelado
BP_2C9Q0,8516581.76,2023-04-08,Completo
BP_J5HEJ,942178.52,2023-07-30,Completo
BP_O0554,1443345.0,2023-09-21,Cancelado
BP_N71HZ,1305991.27,2023-06-16,Proceso
BP_RIQH1,1172960.0,2023-10-11,Cancelado
BP_L3O82,540313.74,2023-04-30,Cancelado
BP_QZT9R,1647692.14,2023-05-21,Completo
BP_S48NB,1072967.46,2023-03-29,Completo
BP_HF3KZ,2109521.86,2023-06-25,Proceso
BP_2BW4T,9671263.31,2023-10-09,Completo
BP_XU3AI,714505.5,2023-02-15,Cancelado
BP_3FPXU,536526.5,2023-01-12,Completo
BP_HP56M,608886.67,2023-05-25,Completo
BP_6MHS0,6389876.47,2023-01-05,Completo
BP_RT5VD,1625634.02,2023-04-03,Completo
BP_VKTWR,9491729.0,2023-09-21,Completo
BP_QG0YV,5739768.27,2023-04-13,Completo
BP_36PCA,1767380.86,2023-03-14,Completo
BP_QUNJH,1495412.5,2023-04-03,Completo
BP_0C5XW,8780498.0,2023-01-22,Completo
BP_HL0TU,2499580.12,2023-03-07,Cancelado
BP_WSS72,1019812.48,2023-08-22,Completo
BP_LP0AH,766490.0,2023-01-10,Proceso
BP_TDME4,1429787.62,2023-03-23,Proceso
BP_605KM,1617000.0,2023-02-10,Completo
BP_WIN6N,966106.25,2023-01-20,Completo
BP_DCSTX,1788130.25,2023-06-22,Cancelado
BP_GF6MF,463289.72,2023-02-28,Completo
BP_T2DD9,786681.54,2023-03-20,Completo
BP_790RR,1165286.0,2023-06-09,Proceso
BP_1NY76,956109.24,2023-03-16,Completo
BP_BT6FT,1462629.75,2023-06-11,Completo
BP_ONDBO,1788058.91,2023-08-22,Completo
BP_LTE8I,3560974.02,2023-05-11,Completo
BP_KRZ4R,1462190.97,2023-10-16,Completo
BP_FGB48,912440.4,2023-07-01,Cancelado
BP_FLW84,1475641.26,2023-10-19,Completo
BP_S954N,3104624.78,2023-03-30,Completo
BP_38JKS,11130893.0,2023-05-07,Completo
BP_7OY1N,1610202.5,2023-03-21,Completo
BP_01PZN,1268948.5,2023-05-03,Completo
BP_NKM6L,1545843.0,2023-04-09,Completo
BP_UO60Z,851087.43,2023-03-26,Completo
BP_45F7K,607501.5,2023-07-26,Completo
BP_7UXM6,10007260.0,2023-02-10,Cancelado
BP_R2427,2354264.09,2023-04-22,Completo
BP_A5BTR,1190992.63,2023-02-20,Completo
BP_WP4LO,1515782.42,2023-03-31,Completo
BP_JFF7W,2922096.94,2023-08-07,Cancelado
BP_S273Q,2106716.5,2023-04-25,Completo
BP_5J7WL,13211024.5,2023-03-06,Cancelado
BP_UOKDV,2110377.5,2023-05-01,Completo
BP_PYR83,8798134.5,2023-08-24,Proceso
BP_F0HG4,730438.78,2023-01-29,Completo
BP_CFU1A,1867468.22,2023-10-16,Completo
BP_R90W4,1384173.75,2023-06-13,Cancelado
BP_5BS49,1073725.75,2023-01-21,Proceso
BP_0CC7N,1995345.24,2023-07-18,Completo
BP_5G6E0,11573219.5,2023-02-09,Completo
BP_MNZC0,1720129.5,2023-05-19,Completo
BP_0P89S,963925.0,2023-09-13,Completo
BP_HU79O,1449422.29,2023-04-02,Completo
BP_Z53X3,7311388.37,2023-05-30,Completo
BP_EVTQW,1377918.9,2023-08-04,Completo
BP_IR7DW,2123137.0,2023-07-26,Cancelado
BP_9JO9X,1579306.5,2023-03-10,Proceso
BP_UU01V,1792169.38,2023-08-29,Completo
BP_4FVV2,1963362.0,2023-06-04,Proceso
BP_UQ40Z,1277106.35,2023-10-24,Completo
BP_T6PG5,1566331.5,2023-05-06,Completo
BP_F4T5V,5794879.96,2023-09-18,Completo
BP_9HYD7,1740883.27,2023-06-28,Proceso
BP_GBIJV,489045.4,2023-09-28,Completo
BP_WBK1T,661831.5,2023-08-05,Proceso
BP_Z5JAK,2718195.24,2023-08-11,Completo
BP_T257S,2909784.54,2023-02-25,Proceso
BP_96EIQ,538327.86,2023-04-19,Cancelado
BP_PF2FY,3250029.0,2023-09-10,Completo
BP_MOUZZ,3594114.5,2023-09-11,Completo
BP_068LK,1327855.25,2023-02-21,Completo
BP_Q7GGQ,1363117.7,2023-02-03,Cancelado
BP_V99S8,1328620.5,2023-09-13,Completo
BP_1VW90,1118918.25,2023-06-15,Completo
BP_D5H8P,2350109.75,2023-10-07,Completo
BP_D7D2N,4207713.5,2023-06-02,Completo
BP_SIPKR,1235433.25,2023-02-23,Proceso
BP_61MSR,4561510.0,2023-03-15,Proceso
BP_W0SPQ,860964.75,2023-08-25,Completo
BP_R9TXB,1205894.93,2023-08-22,Completo
BP_K0TOZ,1202535.0,2023-07-11,Completo
BP_5GCCW,5206266.0,2023-01-27,Proceso
BP_1ZYCC,10622562.03,2023-09-07,Completo
BP_1QWQB,1018949.86,2023-03-09,Completo
BP_QXHVL,1485425.55,2023-02-24,Proceso
BP_K83JB,1583798.83,2023-10-21,Completo
BP_HZN1J,1552498.22,2023-06-15,Completo
BP_NNF6J,1794451.86,2023-01-01,Proceso
BP_MWQZ4,841720.5,2023-09-29,Proceso
BP_5UYNA,1551883.76,2023-01-24,Completo
BP_VM5DW,684753.25,2023-10-21,Completo
BP_6TCIV,3043073.0,2023-10-03,Completo
BP_NBCT2,2577191.5,2023-08-13,Completo
BP_MSDF5,11575107.25,2023-08-14,Completo
BP_OOWWO,1393918.32,2023-02-15,Completo
BP_HHO6A,2722857.86,2023-02-08,Completo
BP_6TUSD,1006969.33,2023-02-15,Completo
BP_4YVEB,741466.5,2023-09-05,Completo
BP_BV3L7,3004636.5,2023-04-16,Completo
BP_HLW67,1008058.48,2023-04-14,Completo
BP_BWQC5,8688965.5,2023-04-09,Proceso
BP_78MCI,2129575.25,2023-10-07,Proceso
BP_67CGR,9904311.25,2023-08-20,Completo
BP_KSBRL,744790.73,2023-08-20,Completo
BP_3ZL89,2327648.96,2023-06-05,Completo
BP_8EYBT,1198155.75,2023-06-30,Completo
BP_4K9E1,6244275.46,2023-06-09,Completo
BP_2MVJA,1720939.75,2023-02-28,Completo
BP_YYTJJ,3050346.58,2023-10-11,Completo
BP_7861L,980398.46,2023-01-19,Completo
BP_7MHGH,2886403.0,2023-09-24,Completo
BP_HEFGG,655269.87,2023-05-28,Completo
BP_WRY4J,1403999.56,2023-08-03,Completo
BP_744LS,2306180.5,2023-04-16,Cancelado
BP_RFCFB,774206.26,2023-08-03,Completo
BP_9LOYT,7642814.57,2023-08-03,Proceso
BP_S6X7C,1577540.5,2023-09-21,Completo
BP_045D9,6515653.0,2023-02-12,Completo
BP_J384I,1644554.06,2023-01-30,Completo
BP_9X8S7,1456464.5,2023-05-03,Completo
BP_Y9NL6,3819428.18,2023-08-20,Completo
BP_OGZXG,3763774.7,2023-08-18,Completo
BP_315E4,12416937.88,2023-06-18,Proceso
BP_KP4I3,8236532.5,2023-03-29,Completo
BP_U08YK,1477054.0,2023-07-22,Cancelado
BP_NFY4M,676319.54,2023-07-28,Completo
BP_I025I,1073006.53,2023-08-31,Completo
BP_W7CKM,849267.1,2023-08-16,Cancelado
BP_QZGGR,1648007.75,2023-04-07,Proceso
BP_H37GL,1468167.0,2023-07-10,Completo
BP_MUV1G,1894291.0,2023-02-17,Completo
BP_13DY5,1667368.74,2023-04-01,Completo
BP_VIU8B,1056063.61,2023-05-22,Proceso
BP_0H09Z,3201431.0,2023-02-04,Proceso
BP_WTQGB,10206005.75,2023-06-05,Cancelado
BP_A10OY,904013.0,2023-01-14,Completo
BP_M4UHY,1867106.29,2023-04-14,Proceso
BP_LCJVL,1395321.62,2023-05-27,Proceso
BP_WZ9TM,1301215.25,2023-07-21,Completo
BP_HZ1J6,1306105.0,2023-03-25,Completo
BP_2PZFO,539383.3,2023-08-23,Completo
BP_SOSTQ,1167558.08,2023-03-11,Proceso
BP_71FIX,647792.49,2023-03-09,Completo
BP_HOIU5,9413291.62,2023-08-25,Completo
BP_9MVKA,960091.15,2023-09-11,Cancelado
BP_GXUQB,2171743.87,2023-01-01,Proceso
BP_Z785B,4347007.5,2023-04-14,Completo
BP_MN98R,1036685.66,2023-04-12,Completo
BP_QZZAU,884912.0,2023-09-08,Proceso
BP_RMQBP,995440.7,2023-07-19,Completo
BP_LIWFE,1495096.52,2023-06-02,Completo
BP_A2J1I,1143406.0,2023-06-27,Completo
BP_AWPXY,1487121.5,2023-02-05,Completo
BP_9B4WA,7934660.0,2023-07-04,Proceso
BP_QS28Z,763419.0,2023-05-18,Proceso
BP_33DB6,2249902.0,2023-10-08,Completo
BP_D2QBI,788289.4,2023-05-01,Cancelado
BP_9SSIB,4968391.0,2023-06-25,Completo
BP_CGP58,1740664.63,2023-06-17,Proceso
BP_N7K1B,1258040.75,2023-04-11,Cancelado
BP_NKVP6,1214877.0,2023-03-26,Completo
BP_I8XP1,1318010.25,2023-02-24,Completo
BP_AHAQE,1086329.5,2023-03-04,Proceso
BP_G8JNC,2894121.75,2023-08-07,Completo
BP_YAA6O,1827187.71,2023-08-25,Completo
BP_5K1N7,1051574.76,2023-01-21,Completo
BP_3AQSU,1634579.32,2023-10-08,Completo
BP_3DX3J,2159525.34,2023-05-22,Proceso
BP_1ZZ9S,1417176.5,2023-05-09,Proceso
BP_H5AJG,9040062.0,2023-07-09,Completo
BP_60O3U,1611409.0,2023-09-14,Completo
BP_EQX9J,3088462.25,2023-04-26,Cancelado
BP_NI69W,1385779.56,2023-08-10,Completo
BP_S873E,785963.79,2023-02-27,Cancelado
BP_I0ESS,821889.5,2023-03-27,Completo
BP_2VLPE,766407.0,2023-01-18,Cancelado
BP_U5RR6,2043105.5,2023-05-14,Proceso
BP_0DGWA,5067276.0,2023-06-16,Cancelado
BP_GHFXU,1687089.48,2023-08-05,Completo
BP_MMM6E,2724661.68,2023-05-03,Completo
BP_YXS7B,7055812.5,2023-08-10,Completo
BP_JG4OQ,576673.35,2023-08-21,Proceso
BP_8BCF6,1184399.0,2023-09-19,Completo
BP_0J8QI,683037.5,2023-09-23,Cancelado
BP_B5UY0,8429176.19,2023-09-09,Completo
BP_Y8STO,11168969.0,2023-04-13,Completo
BP_NIRR4,791999.16,2023-02-10,Completo
BP_7LVJO,4211811.0,2023-06-02,Proceso
BP_AJN6B,1243279.48,2023-01-22,Completo
BP_GSXWP,790965.79,2023-08-14,Completo
BP_5LGAU,8165948.84,2023-10-14,Completo
BP_O2FH7,2145580.41,2023-05-25,Completo
BP_JKJGX,790607.93,2023-02-15,Proceso
BP_GJYD9,1004147.0,2023-02-06,Completo
BP_IVG83,985508.94,2023-02-16,Completo
BP_BUZIR,9019064.0,2023-04-09,Completo
BP_X893L,1575001.25,2023-05-17,Proceso
BP_WCCEP,1289375.78,2023-07-16,Proceso
BP_B5KIX,1961154.0,2023-01-23,Completo
BP_N8D66,4661803.5,2023-05-02,Completo
BP_YWK0Y,376523.5,2023-10-12,Cancelado
BP_50LFT,11775516.42,2023-05-13,Completo
BP_J0PZD,2233304.25,2023-08-09,Proceso
BP_R05ZN,1081206.75,2023-08-28,Completo
BP_9QO9I,1365622.16,2023-05-24,Proceso
BP_VCF6C,1807159.23,2023-10-21,Completo
BP_U3JLP,1035643.28,2023-09-29,Completo
BP_GC1QF,1021790.0,2023-08-21,Completo
BP_PRV8U,3957730.16,2023-09-22,Completo
BP_V1K7Z,1538060.25,2023-09-10,Completo
BP_PF4MH,978500.42,2023-08-16,Completo
BP_OZAYY,2038930.83,2023-09-20,Completo
BP_X1KCP,1008242.76,2023-06-07,Completo
BP_5LH1M,6119152.02,2023-09-08,Completo
BP_EJ3MV,1515284.5,2023-09-06,Proceso
BP_WI3EX,695356.93,2023-09-12,Proceso
BP_WWAVD,815531.06,2023-09-27,Completo
BP_UKWUR,1038744.4,2023-05-11,Proceso
BP_GN6NB,3019729.0,2023-03-03,Completo
BP_ZH42L,2152918.5,2023-02-18,Completo
BP_BK031,9146563.5,2023-08-13,Cancelado
BP_YNRCY,2464460.28,2023-07-29,Completo
BP_BTEBH,1241473.9,2023-06-03,Completo
BP_8ZDNG,3164831.98,2023-09-29,Cancelado
BP_39BFW,755486.5,2023-02-21,Proceso
BP_VVU0F,8576886.75,2023-07-11,Completo
BP_1EO9O,1119863.98,2023-02-05,Completo
BP_E34MN,7739338.93,2023-06-21,Proceso
BP_B1XL3,1121315.25,2023-02-11,Completo
BP_KD62L,2654117.0,2023-05-15,Completo
BP_V7GUQ,1900814.29,2023-01-24,Completo
BP_NND49,9058571.62,2023-07-05,Completo
BP_XYH16,1115457.04,2023-04-15,Completo
BP_KE52W,10231811.0,2023-10-27,Cancelado
BP_XILPK,1351287.64,2023-07-18,Completo
BP_GZ48X,785044.4,2023-04-26,Completo
BP_1P7ME,1161376.31,2023-08-07,Completo
BP_78MQK,4477431.54,2023-01-20,Completo
BP_6YTKZ,1483649.0,2023-03-11,Completo
BP_H4ID1,9676583.99,2023-10-02,Completo
BP_9J1F2,1405060.25,2023-04-24,Completo
BP_VHKO7,1019884.46,2023-06-06,Completo
BP_PSMTX,2048094.72,2023-03-23,Completo
BP_41CO7,1606268.88,2023-08-16,Completo
BP_PP8NH,8319456.84,2023-10-11,Completo
BP_8BZ0J,2488457.5,2023-03-07,Completo
BP_DUMRV,761301.0,2023-06-14,Proceso
BP_2YDML,6497547.5,2023-03-31,Completo
BP_E0VXU,2181451.99,2023-03-14,Completo
BP_3RP7W,601367.0,2023-10-14,Completo
BP_5EJ6J,1422718.74,2023-10-13,Completo
BP_TAN74,11563391.5,2023-07-18,Proceso
BP_DVN7D,1895561.42,2023-09-05,Proceso
BP_QM38C,2906662.74,2023-09-13,Proceso
BP_U1WWP,1173019.0,2023-08-09,Cancelado
BP_279JN,1124611.86,2023-01-23,Completo
BP_PG05U,3010265.03,2023-04-04,Completo
BP_JU9US,1741279.0,2023-08-05,Completo
BP_3CQML,2574867.64,2023-08-02,Completo
BP_J7PUT,1203763.0,2023-08-27,Completo
BP_OGDJF,679382.5,2023-01-29,Completo
BP_MP2OG,3435521.54,2023-01-03,Completo
BP_LVB03,960426.4,2023-01-17,Completo
BP_GOZ0F,1069680.5,2023-10-01,Completo
BP_5SB38,6750435.5,2023-03-12,Completo
BP_2DSSQ,9805268.35,2023-01-25,Completo
BP_I5E0M,4655626.5,2023-09-04,Proceso
BP_IBRYH,2226955.45,2023-09-25,Proceso
BP_5MS4A,598280.29,2023-04-14,Completo
BP_6YI3W,2459730.4,2023-05-23,Proceso
BP_OMNGY,1781753.94,2023-09-21,Completo
BP_Q1OT9,569930.36,2023-03-09,Cancelado
BP_BRPYH,11403630.2,2023-10-13,Completo
BP_709IL,822189.9,2023-08-22,Completo
BP_0PMIH,1702734.28,2023-08-05,Proceso
BP_3D71T,1469601.5,2023-09-21,Completo
BP_Z735R,2704810.13,2023-07-21,Completo
BP_HXKFE,1081571.37,2023-09-07,Completo
BP_O5PX6,2582404.0,2023-10-20,Completo
BP_NQQCS,12547543.0,2023-06-21,Completo
BP_TJIOQ,1684306.5,2023-04-24,Completo
BP_B4NM4,8378509.5,2023-05-19,Completo
BP_7ENC7,10682345.62,2023-02-13,Completo
BP_RZ6OP,1893216.82,2023-07-21,Completo
BP_1UQ33,1671111.54,2023-06-18,Completo
BP_MJGYP,1195539.0,2023-02-05,Proceso
BP_JKLT4,14204975.02,2023-09-02,Completo
BP_0MFCK,6550477.32,2023-07-19,Completo
BP_U7H2C,691956.3,2023-09-09,Completo
BP_1246K,8285267.52,2023-04-20,Completo
BP_YEGO0,1452851.48,2023-06-24,Proceso
BP_9LOAW,2337471.72,2023-05-14,Completo
BP_XK3AX,1422840.7,2023-05-02,Completo
BP_BXEHV,1168687.9,2023-04-29,Proceso
BP_CC8KT,2872903.17,2023-03-18,Completo
BP_51GTM,978361.2,2023-01-03,Completo
